team_home,team_away,goals_home,goals_away,season,league_division,group
LePa/3,FC Juvantus,2,1,20,6,2
AC Rastaala,Geishan Pallo,4,0,20,6,2
Vermo Vikings,NJS/3,1,3,20,6,2
Kasiysi/Rovers,FC Samba,0,1,20,6,2
EsPa/United,Kasiysi/Rovers,4,1,20,6,2
Geishan Pallo,FC POHU/Alisuoritus,3,0,20,6,2
FC Juvantus,Vermo Vikings,0,4,20,6,2
FC Samba,AC Rastaala,0,9,20,6,2
Kilo IF/2,KeiKa,3,4,20,6,2
FC Babylon/2,LePa/3,5,1,20,6,2
Tavastia,HDS/Express,7,0,20,6,4
FC Helsinki 2020,HeMan,0,1,20,6,4
PETO/2,AFC EMU/Akatemia,4,0,20,6,4
Kurvin Vauhti/Partiz,FC POHU/Atl Koffari,2,2,20,6,4
HPS/Jägers,FC Fortuna/Itä,5,9,20,6,4
Kullervo/Überkleber,HJK/Töölö,0,2,20,6,4
FC Fortuna/Itä,FC Helsinki 2020,1,2,20,6,4
HDS/Express,PETO/2,1,2,20,6,4
HeMan,Kurvin Vauhti/Partiz,1,3,20,6,4
AFC EMU/Akatemia,HPS/Jägers,0,7,20,6,4
HJK/Töölö,Tavastia,1,5,20,6,4
PPJ/Lauttasaari,Kullervo/Überkleber,5,0,20,6,4
Kurvin Vauhti/Partiz,PPJ/Lauttasaari,1,1,20,6,4
FC POHU/Atl Koffari,HeMan,4,3,20,6,4
Kurvin Vauhti/Partiz,FC Fortuna/Itä,2,4,20,6,4
Tavastia,PPJ/Lauttasaari,2,1,20,6,4
FC Helsinki 2020,AFC EMU/Akatemia,2,0,20,6,4
HPS/Jägers,HDS/Express,7,0,20,6,4
PETO/2,HJK/Töölö,0,1,20,6,4
FC Fortuna/Itä,FC POHU/Atl Koffari,8,2,20,6,4
Kullervo/Überkleber,Tavastia,1,8,20,6,4
PPJ/Lauttasaari,PETO/2,3,1,20,6,4
HDS/Express,FC Helsinki 2020,1,1,20,6,4
AFC EMU/Akatemia,Kurvin Vauhti/Partiz,1,5,20,6,4
HJK/Töölö,HPS/Jägers,2,5,20,6,4
FC POHU/Atl Koffari,AFC EMU/Akatemia,2,1,20,6,4
Kurvin Vauhti/Partiz,HDS/Express,4,0,20,6,4
HeMan,FC Fortuna/Itä,3,0,20,6,4
PETO/2,Kullervo/Überkleber,3,1,20,6,4
FC Helsinki 2020,HJK/Töölö,1,2,20,6,4
HPS/Jägers,PPJ/Lauttasaari,2,4,20,6,4
Kullervo/Überkleber,HPS/Jägers,2,1,20,6,4
Tavastia,PETO/2,2,1,20,6,4
PPJ/Lauttasaari,FC Helsinki 2020,1,1,20,6,4
HDS/Express,FC POHU/Atl Koffari,2,4,20,6,4
AFC EMU/Akatemia,HeMan,1,2,20,6,4
HJK/Töölö,Kurvin Vauhti/Partiz,1,3,20,6,4
FC Fortuna/Itä,AFC EMU/Akatemia,1,3,20,6,4
HPS/Jägers,Tavastia,2,4,20,6,4
FC Helsinki 2020,Kullervo/Überkleber,4,2,20,6,4
HeMan,HDS/Express,1,3,20,6,4
FC POHU/Atl Koffari,HJK/Töölö,3,0,20,6,4
AFC EMU/Akatemia,HDS/Express,0,1,20,6,4
PETO/2,HPS/Jägers,1,1,20,6,4
Tavastia,FC Helsinki 2020,1,0,20,6,4
HJK/Töölö,HeMan,2,1,20,6,4
PPJ/Lauttasaari,FC POHU/Atl Koffari,1,0,20,6,4
HDS/Express,FC Fortuna/Itä,1,0,20,6,4
Kullervo/Überkleber,Kurvin Vauhti/Partiz,0,4,20,6,4
HeMan,PPJ/Lauttasaari,1,5,20,6,4
FC Helsinki 2020,PETO/2,3,0,20,6,4
FC POHU/Atl Koffari,Kullervo/Überkleber,4,1,20,6,4
FC Fortuna/Itä,HJK/Töölö,2,1,20,6,4
Kurvin Vauhti/Partiz,Tavastia,3,2,20,6,4
HJK/Töölö,AFC EMU/Akatemia,1,0,20,6,4
Kullervo/Überkleber,HeMan,3,0,20,6,4
HPS/Jägers,FC Helsinki 2020,0,2,20,6,4
PPJ/Lauttasaari,FC Fortuna/Itä,3,0,20,6,4
PETO/2,Kurvin Vauhti/Partiz,1,1,20,6,4
Tavastia,FC POHU/Atl Koffari,5,1,20,6,4
FC Fortuna/Itä,Kullervo/Überkleber,9,1,20,6,4
Kurvin Vauhti/Partiz,HPS/Jägers,2,7,20,6,4
HeMan,Tavastia,1,2,20,6,4
FC POHU/Atl Koffari,PETO/2,1,3,20,6,4
AFC EMU/Akatemia,PPJ/Lauttasaari,0,2,20,6,4
HDS/Express,HJK/Töölö,0,4,20,6,4
HPS/Jägers,FC POHU/Atl Koffari,3,2,20,6,4
Tavastia,FC Fortuna/Itä,2,1,20,6,4
PETO/2,HeMan,2,2,20,6,4
PPJ/Lauttasaari,HDS/Express,3,2,20,6,4
FC Helsinki 2020,Kurvin Vauhti/Partiz,0,3,20,6,4
HeMan,HPS/Jägers,2,5,20,6,4
HDS/Express,Kullervo/Überkleber,1,2,20,6,4
AFC EMU/Akatemia,Tavastia,0,7,20,6,4
FC Fortuna/Itä,PETO/2,4,0,20,6,4
HJK/Töölö,PPJ/Lauttasaari,0,1,20,6,4
FC POHU/Atl Koffari,FC Helsinki 2020,4,0,20,6,4
Ponnistus/Peruskallio,KPPK,3,2,20,6,5
HePuLi,Ruila,8,1,20,6,5
Trikiinit,Gnistan/Roots,0,3,20,6,5
Tavastia/FC Mojo,FC KaKe,0,1,20,6,5
FC Kobane,ToTe/Keparoi,3,1,20,6,5
LPS/2,FC Spede,1,0,20,6,5
PK-35/Legendat,Tavastia/FC Mojo,2,2,20,6,5
ToTe/Keparoi,HePuLi,1,3,20,6,5
FC KaKe,Ponnistus/Peruskallio,2,1,20,6,5
Gnistan/Roots,FC Kobane,2,2,20,6,5
KPPK,LPS/2,1,2,20,6,5
FC Spede,Trikiinit,2,3,20,6,5
LPS/2,FC KaKe,3,0,20,6,5
Trikiinit,KPPK,0,6,20,6,5
HePuLi,Gnistan/Roots,4,3,20,6,5
FC Kobane,FC Spede,3,1,20,6,5
Ruila,ToTe/Keparoi,1,2,20,6,5
Tavastia/FC Mojo,Ponnistus/Peruskallio,1,7,20,6,5
PK-35/Legendat,LPS/2,3,5,20,6,5
Gnistan/Roots,Ruila,3,0,20,6,5
FC KaKe,Trikiinit,6,0,20,6,5
FC Spede,HePuLi,0,1,20,6,5
ToTe/Keparoi,Gnistan/Roots,2,2,20,6,5
KPPK,FC Kobane,3,0,20,6,5
Ponnistus/Peruskallio,PK-35/Legendat,1,3,20,6,5
Trikiinit,PK-35/Legendat,2,2,20,6,5
FC Kobane,FC KaKe,0,2,20,6,5
HePuLi,KPPK,3,0,20,6,5
Ruila,FC Spede,0,4,20,6,5
PK-35/Legendat,FC Kobane,0,8,20,6,5
Ponnistus/Peruskallio,LPS/2,1,5,20,6,5
Tavastia/FC Mojo,Trikiinit,1,1,20,6,5
KPPK,Ruila,3,0,20,6,5
FC KaKe,HePuLi,3,3,20,6,5
FC Spede,ToTe/Keparoi,1,1,20,6,5
ToTe/Keparoi,KPPK,0,0,20,6,5
Trikiinit,Ponnistus/Peruskallio,2,0,20,6,5
Gnistan/Roots,FC Spede,1,0,20,6,5
FC Kobane,Tavastia/FC Mojo,7,0,20,6,5
Ruila,FC KaKe,0,3,20,6,5
HePuLi,PK-35/Legendat,4,0,20,6,5
Tavastia/FC Mojo,HePuLi,1,2,20,6,5
Ponnistus/Peruskallio,FC Kobane,0,0,20,6,5
KPPK,Gnistan/Roots,2,0,20,6,5
FC KaKe,ToTe/Keparoi,2,2,20,6,5
PK-35/Legendat,Ruila,2,1,20,6,5
LPS/2,Trikiinit,5,0,20,6,5
FC Spede,KPPK,0,2,20,6,5
Ruila,Tavastia/FC Mojo,0,2,20,6,5
Gnistan/Roots,FC KaKe,1,1,20,6,5
ToTe/Keparoi,PK-35/Legendat,0,2,20,6,5
HePuLi,Ponnistus/Peruskallio,2,2,20,6,5
FC Kobane,LPS/2,4,1,20,6,5
Tavastia/FC Mojo,ToTe/Keparoi,4,0,20,6,5
FC KaKe,FC Spede,2,1,20,6,5
PK-35/Legendat,Gnistan/Roots,0,2,20,6,5
Ponnistus/Peruskallio,Ruila,4,1,20,6,5
LPS/2,HePuLi,1,1,20,6,5
ToTe/Keparoi,Ponnistus/Peruskallio,1,0,20,6,5
KPPK,FC KaKe,0,0,20,6,5
Ruila,LPS/2,1,4,20,6,5
Gnistan/Roots,Tavastia/FC Mojo,0,4,20,6,5
HePuLi,Trikiinit,4,0,20,6,5
FC Spede,PK-35/Legendat,0,2,20,6,5
Tavastia/FC Mojo,FC Spede,2,1,20,6,5
PK-35/Legendat,KPPK,2,6,20,6,5
Trikiinit,Ruila,3,2,20,6,5
Ponnistus/Peruskallio,Gnistan/Roots,5,0,20,6,5
FC Kobane,HePuLi,0,0,20,6,5
FC KaKe,PK-35/Legendat,2,1,20,6,5
Gnistan/Roots,LPS/2,1,3,20,6,5
ToTe/Keparoi,Trikiinit,1,0,20,6,5
KPPK,Tavastia/FC Mojo,4,0,20,6,5
Ruila,FC Kobane,0,4,20,6,5
FC Spede,Ponnistus/Peruskallio,0,3,20,6,5
LPS/2,ToTe/Keparoi,6,2,20,6,5
HerTo/3,FC AK,1,2,20,6,7
Ruisku/Juniors,KOPSE/NMI,3,1,20,6,7
Ponnistus/Kermaa,FC POHU/JäPa,0,6,20,6,7
FC Wartti/WB,PPS/Diablos Rojos,2,1,20,6,7
FC POHU/Shrimps,I-HK/Sensaatio,0,1,20,6,7
SUMU/Prospect,FC Kontu/KoVa,1,3,20,6,7
TiPS/3,FC POHU/Shrimps,6,0,20,6,7
I-HK/Sensaatio,SUMU/Prospect,3,1,20,6,7
FC AK,Ponnistus/Kermaa,0,3,20,6,7
FC POHU/JäPa,Ruisku/Juniors,3,1,20,6,7
FC Kontu/KoVa,FC Wartti/WB,2,3,20,6,7
FC Wartti/WB,I-HK/Sensaatio,3,1,20,6,7
KOPSE/NMI,FC POHU/JäPa,1,6,20,6,7
HerTo/3,FC Kontu/KoVa,2,4,20,6,7
Ruisku/Juniors,FC AK,1,2,20,6,7
Ponnistus/Kermaa,PPS/Diablos Rojos,2,3,20,6,7
SUMU/Prospect,TiPS/3,1,4,20,6,7
I-HK/Sensaatio,HerTo/3,0,3,20,6,7
TiPS/3,FC Wartti/WB,4,1,20,6,7
FC AK,KOPSE/NMI,0,1,20,6,7
PPS/Diablos Rojos,Ruisku/Juniors,2,1,20,6,7
FC POHU/Shrimps,SUMU/Prospect,2,2,20,6,7
FC Kontu/KoVa,Ponnistus/Kermaa,0,1,20,6,7
Ponnistus/Kermaa,I-HK/Sensaatio,2,2,20,6,7
HerTo/3,TiPS/3,0,1,20,6,7
FC Wartti/WB,FC POHU/Shrimps,1,0,20,6,7
Ruisku/Juniors,FC Kontu/KoVa,6,3,20,6,7
KOPSE/NMI,PPS/Diablos Rojos,5,7,20,6,7
FC POHU/JäPa,FC AK,3,0,20,6,7
I-HK/Sensaatio,Ruisku/Juniors,1,1,20,6,7
TiPS/3,Ponnistus/Kermaa,3,1,20,6,7
PPS/Diablos Rojos,FC POHU/JäPa,2,0,20,6,7
FC POHU/Shrimps,HerTo/3,0,3,20,6,7
FC Kontu/KoVa,KOPSE/NMI,0,1,20,6,7
KOPSE/NMI,I-HK/Sensaatio,0,0,20,6,7
FC AK,PPS/Diablos Rojos,2,3,20,6,7
Ponnistus/Kermaa,FC POHU/Shrimps,2,2,20,6,7
HerTo/3,SUMU/Prospect,2,0,20,6,7
Ruisku/Juniors,TiPS/3,2,2,20,6,7
FC POHU/JäPa,FC Kontu/KoVa,7,2,20,6,7
TiPS/3,KOPSE/NMI,3,2,20,6,7
SUMU/Prospect,Ponnistus/Kermaa,0,5,20,6,7
I-HK/Sensaatio,FC POHU/JäPa,0,3,20,6,7
FC POHU/Shrimps,Ruisku/Juniors,1,1,20,6,7
FC Kontu/KoVa,FC AK,0,5,20,6,7
FC Wartti/WB,HerTo/3,1,6,20,6,7
KOPSE/NMI,FC POHU/Shrimps,0,2,20,6,7
FC AK,I-HK/Sensaatio,1,2,20,6,7
Ponnistus/Kermaa,FC Wartti/WB,1,2,20,6,7
Ruisku/Juniors,SUMU/Prospect,3,0,20,6,7
PPS/Diablos Rojos,FC Kontu/KoVa,0,2,20,6,7
FC POHU/JäPa,TiPS/3,2,2,20,6,7
I-HK/Sensaatio,PPS/Diablos Rojos,4,0,20,6,7
TiPS/3,FC AK,1,3,20,6,7
FC Wartti/WB,Ruisku/Juniors,2,2,20,6,7
FC POHU/Shrimps,FC POHU/JäPa,2,6,20,6,7
SUMU/Prospect,KOPSE/NMI,2,1,20,6,7
HerTo/3,Ponnistus/Kermaa,1,2,20,6,7
KOPSE/NMI,FC Wartti/WB,1,2,20,6,7
FC AK,FC POHU/Shrimps,2,1,20,6,7
Ruisku/Juniors,HerTo/3,1,2,20,6,7
FC POHU/JäPa,SUMU/Prospect,4,1,20,6,7
PPS/Diablos Rojos,TiPS/3,3,2,20,6,7
FC Kontu/KoVa,I-HK/Sensaatio,0,3,20,6,7
TiPS/3,FC Kontu/KoVa,1,2,20,6,7
FC Wartti/WB,FC POHU/JäPa,0,6,20,6,7
SUMU/Prospect,FC AK,5,6,20,6,7
HerTo/3,KOPSE/NMI,1,2,20,6,7
FC POHU/Shrimps,PPS/Diablos Rojos,1,3,20,6,7
Ponnistus/Kermaa,Ruisku/Juniors,0,1,20,6,7
KOPSE/NMI,Ponnistus/Kermaa,0,1,20,6,7
FC AK,FC Wartti/WB,1,1,20,6,7
FC POHU/JäPa,HerTo/3,2,1,20,6,7
PPS/Diablos Rojos,SUMU/Prospect,4,0,20,6,7
FC Kontu/KoVa,FC POHU/Shrimps,0,0,20,6,7
I-HK/Sensaatio,TiPS/3,0,1,20,6,7
AskU,FC Kapina/2,7,0,20,6,11
FC KORSO/U2,Pelikaani,3,1,20,6,11
HAlku/FC,Ares -86,2,4,20,6,11
KoPa,PK-09/2,4,1,20,6,11
JäPS/U23,FC KORSO/U2,5,0,20,6,11
Ares -86,KoPa,4,0,20,6,11
AC JazzPa,HAlku/FC,1,2,20,6,11
NouLa/Huijkka,AskU,1,2,20,6,11
Pelikaani,FC Tuusula,4,2,20,6,11
AskU,PK-09/2,6,0,20,6,11
FC Tuusula,JäPS/U23,0,7,20,6,11
HAlku/FC,Pelikaani,0,4,20,6,11
KoPa,AC JazzPa,1,2,20,6,11
Pelikaani,KoPa,1,1,20,6,11
FC KORSO/U2,FC Tuusula,2,0,20,6,11
PK-09/2,FC Kapina/2,4,0,20,6,11
JäPS/U23,HAlku/FC,5,0,20,6,11
Ares -86,AskU,0,4,20,6,11
HAlku/FC,FC KORSO/U2,0,4,20,6,11
AskU,AC JazzPa,1,0,20,6,11
FC Kapina/2,Ares -86,1,5,20,6,11
KoPa,JäPS/U23,2,1,20,6,11
NouLa/Huijkka,PK-09/2,0,1,20,6,11
Pelikaani,AskU,1,1,20,6,11
FC Tuusula,HAlku/FC,2,1,20,6,11
FC KORSO/U2,KoPa,4,1,20,6,11
AC JazzPa,FC Kapina/2,3,0,20,6,11
Ares -86,NouLa/Huijkka,3,0,20,6,11
AskU,JäPS/U23,1,2,20,6,11
PK-09/2,Ares -86,3,1,20,6,11
FC Kapina/2,Pelikaani,0,5,20,6,11
KoPa,FC Tuusula,3,0,20,6,11
NouLa/Huijkka,AC JazzPa,0,3,20,6,11
Pelikaani,NouLa/Huijkka,2,0,20,6,11
HAlku/FC,KoPa,2,1,20,6,11
FC KORSO/U2,AskU,1,3,20,6,11
JäPS/U23,FC Kapina/2,11,1,20,6,11
AskU,FC Tuusula,4,2,20,6,11
Ares -86,AC JazzPa,1,2,20,6,11
FC Kapina/2,FC KORSO/U2,0,6,20,6,11
HAlku/FC,AskU,2,4,20,6,11
PK-09/2,Pelikaani,0,4,20,6,11
NouLa/Huijkka,JäPS/U23,0,0,20,6,11
Pelikaani,Ares -86,4,0,20,6,11
FC Tuusula,FC Kapina/2,5,1,20,6,11
FC KORSO/U2,NouLa/Huijkka,5,0,20,6,11
JäPS/U23,PK-09/2,4,1,20,6,11
FC Tuusula,AC JazzPa,0,1,20,6,11
AskU,KoPa,5,2,20,6,11
Ares -86,JäPS/U23,0,7,20,6,11
FC Kapina/2,HAlku/FC,3,3,20,6,11
AC JazzPa,Pelikaani,0,4,20,6,11
PK-09/2,FC KORSO/U2,1,8,20,6,11
NouLa/Huijkka,FC Tuusula,3,2,20,6,11
FC KORSO/U2,Ares -86,8,0,20,6,11
HAlku/FC,NouLa/Huijkka,1,1,20,6,11
JäPS/U23,AC JazzPa,7,1,20,6,11
FC Tuusula,PK-09/2,2,1,20,6,11
KoPa,FC Kapina/2,0,0,20,6,11
PK-09/2,HAlku/FC,3,1,20,6,11
AC JazzPa,FC KORSO/U2,1,1,20,6,11
Pelikaani,JäPS/U23,1,3,20,6,11
Ares -86,FC Tuusula,0,2,20,6,11
NouLa/Huijkka,KoPa,2,0,20,6,11
FC Villisiat,JaVo,5,3,20,6,9
Nopsa/2,PaPe,0,1,20,6,9
Korian Klubi,MYPA/FC,7,0,20,6,9
FC Villisiat,MYPA/FC,1,2,20,6,9
PaPe,HiHi,6,0,20,6,9
Nopsa/2,Korian Klubi,3,6,20,6,9
Korian Klubi,FC Villisiat,8,1,20,6,9
Purha/2,Nopsa/2,1,1,20,6,9
MYPA/FC,PaPe,1,5,20,6,9
FC Villisiat,Purha/2,5,3,20,6,9
HiHi,MYPA/FC,4,2,20,6,9
PaPe,Korian Klubi,0,5,20,6,9
Nopsa/2,JaVo,0,4,20,6,9
Nopsa/2,FC Villisiat,3,0,20,6,9
Purha/2,PaPe,0,5,20,6,9
Korian Klubi,HiHi,6,1,20,6,9
MYPA/FC,JaVo,0,5,20,6,9
JaVo,FC Villisiat,4,3,20,6,9
HiHi,Purha/2,1,6,20,6,9
PaPe,Nopsa/2,2,6,20,6,9
MYPA/FC,Korian Klubi,1,4,20,6,9
FC Villisiat,PaPe,2,3,20,6,9
Purha/2,MYPA/FC,3,1,20,6,9
Nopsa/2,HiHi,5,1,20,6,9
Korian Klubi,JaVo,2,1,20,6,9
JaVo,PaPe,1,1,20,6,9
Korian Klubi,Purha/2,4,1,20,6,9
HiHi,FC Villisiat,1,2,20,6,9
MYPA/FC,Nopsa/2,0,6,20,6,9
JaVo,Korian Klubi,0,5,20,6,9
HiHi,Nopsa/2,2,5,20,6,9
PaPe,FC Villisiat,1,0,20,6,9
MYPA/FC,Purha/2,1,0,20,6,9
FC Villisiat,HiHi,4,0,20,6,9
Purha/2,Korian Klubi,2,5,20,6,9
PaPe,JaVo,1,8,20,6,9
Nopsa/2,MYPA/FC,2,3,20,6,9
JaVo,HiHi,6,1,20,6,9
FC Villisiat,Nopsa/2,0,0,20,6,9
HiHi,Korian Klubi,0,7,20,6,9
PaPe,Purha/2,1,3,20,6,9
JaVo,MYPA/FC,7,1,20,6,9
Purha/2,JaVo,1,1,20,6,9
JaVo,Purha/2,5,1,20,6,9
HiHi,PaPe,4,2,20,6,9
Korian Klubi,Nopsa/2,6,3,20,6,9
MYPA/FC,FC Villisiat,1,1,20,6,9
FC Villisiat,Korian Klubi,0,4,20,6,9
HiHi,JaVo,0,2,20,6,9
PaPe,MYPA/FC,2,0,20,6,9
Nopsa/2,Purha/2,0,2,20,6,9
JaVo,Nopsa/2,3,3,20,6,9
Korian Klubi,PaPe,3,0,20,6,9
Purha/2,FC Villisiat,6,1,20,6,9
MYPA/FC,HiHi,1,1,20,6,9
Purha/2,HiHi,2,0,20,6,9
Jäntevä/Ukot,HaPK Edustus/2,5,1,20,6,10
KarPo,PoPo,0,5,20,6,10
Jäntevä/Ukot,ViSa,4,0,20,6,10
KyPa/2,FC Etapo,3,3,20,6,10
KarPo,HaPK Edustus/2,0,5,20,6,10
HaPK Edustus/2,PoPo,1,7,20,6,10
FC Etapo,Jäntevä/Ukot,2,5,20,6,10
KarPo,KyPa/2,2,2,20,6,10
Jäntevä/Ukot,KarPo,3,0,20,6,10
PoPo,ViSa,6,2,20,6,10
KyPa/2,HaPK Edustus/2,0,0,20,6,10
FC Etapo,PoPo,2,5,20,6,10
ViSa,HaPK Edustus/2,2,0,20,6,10
KyPa/2,Jäntevä/Ukot,0,2,20,6,10
PoPo,KyPa/2,6,1,20,6,10
HaPK Edustus/2,Jäntevä/Ukot,5,1,20,6,10
ViSa,FC Etapo,6,1,20,6,10
PoPo,KarPo,10,0,20,6,10
FC Etapo,HaPK Edustus/2,3,2,20,6,10
KarPo,ViSa,1,4,20,6,10
KyPa/2,PoPo,1,4,20,6,10
ViSa,KyPa/2,1,1,20,6,10
FC Etapo,KarPo,9,1,20,6,10
PoPo,Jäntevä/Ukot,2,1,20,6,10
HaPK Edustus/2,FC Etapo,7,1,20,6,10
ViSa,KarPo,2,1,20,6,10
Jäntevä/Ukot,PoPo,1,2,20,6,10
KarPo,FC Etapo,2,5,20,6,10
KyPa/2,ViSa,1,2,20,6,10
HaPK Edustus/2,ViSa,2,2,20,6,10
Jäntevä/Ukot,KyPa/2,9,0,20,6,10
PoPo,FC Etapo,1,1,20,6,10
FC Etapo,ViSa,3,1,20,6,10
HaPK Edustus/2,KarPo,7,1,20,6,10
FC Etapo,KyPa/2,1,4,20,6,10
ViSa,Jäntevä/Ukot,1,1,20,6,10
Jäntevä/Ukot,FC Etapo,4,0,20,6,10
PoPo,HaPK Edustus/2,2,1,20,6,10
KyPa/2,KarPo,3,0,20,6,10
ViSa,PoPo,2,3,20,6,10
KarPo,Jäntevä/Ukot,1,6,20,6,10
HaPK Edustus/2,KyPa/2,2,1,20,6,10
